Nuclide,Isomeric,Z,Jp,DecayMode,BranchRatio,Ex_MeV,Q_MeV,Status,Hf_inequality,Hf,Hf_err_u,Hf_err_d,Hf_unit,Abundance_per,Abundance_err_per,Mass,Mass_err,IfSystematics,HalfLife_sec
201Pb,M,82,13/2+,IT,100.00,0.6291,0.629,unstable,EQUAL,60.8,1.8,1.8,S,,,-24.6279,0.022,,6.08E+01
202Pb,,82,0+,EC,100.00,0,0.05,unstable,EQUAL,52.5E+3,2800,2800,Y,,,-25.937,0.003,,1.66E+12
202Pb,M,82,9-,IT,90.50,2.1699,2.17,unstable,EQUAL,3.54,0.02,0.02,H,,,-23.7671,0.003,,1.27E+04
202Pb,M,82,9-,EC,9.50,2.1699,2.22,unstable,EQUAL,3.54,0.02,0.02,H,,,-23.7671,0.003,,1.27E+04
203Pb,,82,5/2-,EC,100.00,0,0.975,unstable,EQUAL,51.92,0.03,0.03,H,,,-24.787,0.006,,1.87E+05
203Pb,M,82,13/2+,IT,100.00,0.8252,0.825,unstable,EQUAL,6.21,0.11,0.11,S,,,-23.9618,0.006,,6.21E+00
203Pb,M,82,29/2-,IT,100.00,2.9492,2.949,unstable,EQUAL,480,7,7,MS,,,-21.8378,0.006,,4.80E-01
204Pb,,82,0+,A,,0,1.969,unstable,GE,1.4E+17,,,Y,1.4,0.1,-25.11,0.001,,4.42E+24
204Pb,M,82,9-,IT,100.00,2.1859,2.186,unstable,EQUAL,66.93,1e-13,1e-13,M,,,-22.9241,0.001,,4.02E+03
205Pb,,82,5/2-,EC,100.00,0,0.05,unstable,EQUAL,1.73E+7,700000,700000,Y,,,-23.77,0.001,,5.46E+14
205Pb,M,82,13/2+,IT,100.00,1.0138,1.014,unstable,EQUAL,5.55,0.02,0.02,MS,,,-22.7562,0.001,,5.55E-03
206Pb,,82,0+,,,0,0,stable,,,,,,24.1,0.1,-23.786,0.001,,0.00E+00
206Pb,M,82,7-,IT,100.00,2.2002,2.2,unstable,EQUAL,125,2,2,US,,,-21.5858,0.001,,1.25E-04
206Pb,M,82,12+,IT,100.00,4.0273,4.027,unstable,EQUAL,202,3,3,NS,,,-19.7587,0.001,,2.02E-07
207Pb,,82,1/2-,,,0,0,stable,,,,,,22.1,0.1,-22.452,0.001,,0.00E+00
207Pb,M,82,13/2+,IT,100.00,1.6334,1.633,unstable,EQUAL,0.806,5e-16,5e-16,S,,,-20.8186,0.001,,8.06E-01
208Pb,,82,0+,,,0,0,stable,,,,,,52.4,0.1,-21.749,0.001,,0.00E+00
209Pb,,82,9/2+,B-,100.00,0,0.644,unstable,EQUAL,3.253,0.014,0.014,H,,,-17.615,0.001,,1.17E+04
210Pb,,82,0+,B-,100.00,0,0.063,unstable,EQUAL,22.20,2.2,2.2,Y,,,-14.729,0.001,,7.01E+08
210Pb,,82,0+,A,1.9E-6,0,3.792,unstable,EQUAL,22.20,2.2,2.2,Y,,,-14.729,0.001,,7.01E+08
211Pb,,82,9/2+,B-,100.00,0,1.367,unstable,EQUAL,36.1,0.2,0.2,M,,,-10.491,0.002,,2.17E+03
212Pb,,82,0+,B-,100.00,0,0.57,unstable,EQUAL,10.64,0.01,0.01,H,,,-7.553,0.002,,3.83E+04
213Pb,,82,(9/2+),B-,100.00,0,2.046,unstable,EQUAL,10.2,0.3,0.3,M,,,-3.2,0.006,,6.12E+02
214Pb,,82,0+,B-,100.00,0,1.019,unstable,EQUAL,26.8,0.9,0.9,M,,,-0.181,0.002,,1.61E+03
215Pb,,82,,B-,,0,2.829,unstable,EQUAL,147,12,12,S,,,4.536,0.283,S,1.47E+02
216Pb,,82,0+,B-,,0,0,unstable,GT,300,,,NS,,,7.666,0.196,S,3.00E-07
217Pb,,82,,B-,,0,0,unstable,GT,300,,,NS,,,12.389,0.298,S,3.00E-07
218Pb,,82,0+,B-,,0,0,unstable,GT,300,,,NS,,,15.612,0.298,S,3.00E-07
219Pb,,82,,B-,,0,0,unstable,GT,300,,,NS,,,20.502,0.401,S,3.00E-07
220Pb,,82,0+,B-,,0,0,unstable,GT,300,,,NS,,,23.874,0.401,S,3.00E-07
184Bi,M,83,,A,100.00,0,8.025,unstable,EQUAL,13,2,2,MS,,,1.187,0.078,,1.30E-02
184Bi,M,83,,A,100.00,0,8.025,unstable,EQUAL,6.6,1.5,1.5,MS,,,1.187,0.078,,6.60E-03
185Bi,,83,1/2+,P,90.00,0,1.544,unstable,EQUAL,58,4,4,US,,,-2.317,0.101,S,5.80E-05
185Bi,,83,1/2+,A,10.00,0,8.164,unstable,EQUAL,58,4,4,US,,,-2.317,0.101,S,5.80E-05
186Bi,,83,(3+),A,100.00,0,7.757,unstable,EQUAL,15.0,17,17,MS,,,-3.169,0.076,,1.50E-02
186Bi,M,83,(10-),A,100.00,0,7.757,unstable,EQUAL,9.8,1.3,1.3,MS,,,-3.169,0.076,,9.80E-03
187Bi,,83,(9/2-),A,100.00,0,7.789,unstable,EQUAL,37,2,2,MS,,,-6.385,0.01,,3.70E-02
187Bi,M,83,(1/2+),A,100.00,0.112,7.901,unstable,EQUAL,0.370,0.2,0.2,MS,,,-6.273,0.01,,3.70E-04
188Bi,M,83,(10-),A,100.00,0,7.255,unstable,EQUAL,265,15,15,MS,,,-7.201,0.049,,2.65E-01
188Bi,M,83,(10-),EC,?,0,10.61,unstable,EQUAL,265,15,15,MS,,,-7.201,0.049,,2.65E-01
188Bi,M,83,(3+),A,100.00,0,7.255,unstable,EQUAL,60,3,3,MS,,,-7.201,0.049,,6.00E-02
188Bi,M,83,(3+),EC,?,0,10.61,unstable,EQUAL,60,3,3,MS,,,-7.201,0.049,,6.00E-02
189Bi,,83,(9/2-),A,>50.00,0,7.27,unstable,EQUAL,674,11,11,MS,,,-10.063,0.053,,6.74E-01
189Bi,,83,(9/2-),EC,<50.00,0,7.817,unstable,EQUAL,674,11,11,MS,,,-10.063,0.053,,6.74E-01
189Bi,M,83,(1/2+),A,>50.00,0.185,7.455,unstable,EQUAL,5.0,1,1,MS,,,-9.878,0.053,,5.00E-03
189Bi,M,83,(1/2+),EC,<50.00,0.185,8.002,unstable,EQUAL,5.0,1,1,MS,,,-9.878,0.053,,5.00E-03
190Bi,M,83,(3+),A,90.00,0,6.862,unstable,EQUAL,6.3,0.1,0.1,S,,,-10.586,0.026,,6.30E+00
190Bi,M,83,(3+),EC,10.00,0,9.514,unstable,EQUAL,6.3,0.1,0.1,S,,,-10.586,0.026,,6.30E+00
190Bi,M,83,(10-),A,70.00,0,6.862,unstable,EQUAL,6.2,0.1,0.1,S,,,-10.586,0.026,,6.20E+00
190Bi,M,83,(10-),EC,30.00,0,9.514,unstable,EQUAL,6.2,0.1,0.1,S,,,-10.586,0.026,,6.20E+00
191Bi,,83,(9/2-),A,51.00,0,6.778,unstable,EQUAL,12.4,0.3,0.3,S,,,-13.24,0.007,,1.24E+01
191Bi,,83,(9/2-),EC,49.00,0,7.006,unstable,EQUAL,12.4,0.3,0.3,S,,,-13.24,0.007,,1.24E+01
191Bi,M,83,(1/2+),A,68.00,0.241,7.019,unstable,EQUAL,125,13,13,MS,,,-12.999,0.007,,1.25E-01
191Bi,M,83,(1/2+),IT,32.00,0.241,0.241,unstable,EQUAL,125,13,13,MS,,,-12.999,0.007,,1.25E-01
191Bi,M,83,(1/2+),EC,,0.241,7.247,unstable,EQUAL,125,13,13,MS,,,-12.999,0.007,,1.25E-01
192Bi,,83,(3+),EC,88.00,0,9.01,unstable,EQUAL,34.6,0.9,0.9,S,,,-13.545,0.032,,3.46E+01
192Bi,,83,(3+),A,12.00,0,6.376,unstable,EQUAL,34.6,0.9,0.9,S,,,-13.545,0.032,,3.46E+01
192Bi,M,83,(10-),EC,90.00,0.147,9.157,unstable,EQUAL,39.6,0.4,0.4,S,,,-13.398,0.032,,3.96E+01
192Bi,M,83,(10-),A,10.00,0.147,6.523,unstable,EQUAL,39.6,0.4,0.4,S,,,-13.398,0.032,,3.96E+01
193Bi,,83,(9/2-),EC,96.50,0,6.322,unstable,EQUAL,63.6,3,3,S,,,-15.872,0.009,,6.36E+01
193Bi,,83,(9/2-),A,3.50,0,6.304,unstable,EQUAL,63.6,3,3,S,,,-15.872,0.009,,6.36E+01
193Bi,M,83,(1/2+),A,84.00,0.308,6.612,unstable,EQUAL,3.2,0.5,0.5,S,,,-15.564,0.009,,3.20E+00
193Bi,M,83,(1/2+),EC,16.00,0.308,6.63,unstable,EQUAL,3.2,0.5,0.5,S,,,-15.564,0.009,,3.20E+00
194Bi,,83,(3+),EC,99.54,0,8.218,unstable,EQUAL,95,3,3,S,,,-15.967,0.014,,9.50E+01
194Bi,,83,(3+),A,0.46,0,5.918,unstable,EQUAL,95,3,3,S,,,-15.967,0.014,,9.50E+01
194Bi,M,83,(6+,7+),EC,100.00,0,8.218,unstable,EQUAL,125,2,2,S,,,-15.967,0.014,,1.25E+02
194Bi,M,83,(10-),EC,99.80,0,8.218,unstable,EQUAL,115,4,4,S,,,-15.967,0.014,,1.15E+02
194Bi,M,83,(10-),A,0.20,0,5.918,unstable,EQUAL,115,4,4,S,,,-15.967,0.014,,1.15E+02
195Bi,,83,(9/2-),EC,99.97,0,5.69,unstable,EQUAL,183,4,4,S,,,-18.025,0.005,,1.83E+02
195Bi,,83,(9/2-),A,0.03,0,5.832,unstable,EQUAL,183,4,4,S,,,-18.025,0.005,,1.83E+02
195Bi,M,83,(1/2+),EC,67.00,0.401,6.091,unstable,EQUAL,87,1,1,S,,,-17.624,0.005,,8.70E+01
195Bi,M,83,(1/2+),A,33.00,0.401,6.233,unstable,EQUAL,87,1,1,S,,,-17.624,0.005,,8.70E+01
196Bi,,83,(3+),EC,100.00,0,7.352,unstable,EQUAL,308,12,12,S,,,-18.009,0.024,,3.08E+02
196Bi,,83,(3+),A,1.2E-3,0,5.438,unstable,EQUAL,308,12,12,S,,,-18.009,0.024,,3.08E+02
196Bi,M,83,(7+),EC,,0.169,7.521,unstable,EQUAL,0.6,0.5,0.5,S,,,-17.84,0.024,,6.00E-01
196Bi,M,83,(7+),IT,,0.169,0.169,unstable,EQUAL,0.6,0.5,0.5,S,,,-17.84,0.024,,6.00E-01
196Bi,M,83,(10-),EC,74.20,0.271,7.623,unstable,EQUAL,240,3,3,S,,,-17.738,0.024,,2.40E+02
196Bi,M,83,(10-),IT,25.80,0.271,0.271,unstable,EQUAL,240,3,3,S,,,-17.738,0.024,,2.40E+02
196Bi,M,83,(10-),A,3.8E-4,0.271,5.709,unstable,EQUAL,240,3,3,S,,,-17.738,0.024,,2.40E+02
197Bi,,83,(9/2-),EC,100.00,0,5.061,unstable,EQUAL,9.33,0.5,0.5,M,,,-19.686,0.008,,5.60E+02
197Bi,,83,(9/2-),A,1.0E-4,0,5.206,unstable,EQUAL,9.33,0.5,0.5,M,,,-19.686,0.008,,5.60E+02
197Bi,M,83,(1/2+),A,55.00,0.5,5.706,unstable,EQUAL,5.04,0.16,0.16,M,,,-19.186,0.008,,3.02E+02
197Bi,M,83,(1/2+),EC,45.00,0.5,5.561,unstable,EQUAL,5.04,0.16,0.16,M,,,-19.186,0.008,,3.02E+02
197Bi,M,83,(1/2+),IT,<0.30,0.5,0.5,unstable,EQUAL,5.04,0.16,0.16,M,,,-19.186,0.008,,3.02E+02
198Bi,,83,(2+,3+),EC,100.00,0,6.681,unstable,EQUAL,10.3,0.3,0.3,M,,,-19.369,0.027,,6.18E+02
198Bi,M,83,(7+),EC,100.00,0,6.681,unstable,EQUAL,11.6,0.3,0.3,M,,,-19.369,0.027,,6.96E+02
198Bi,M,83,10-,IT,100.00,0.2485,0.249,unstable,EQUAL,7.7,0.5,0.5,S,,,-19.1205,0.027,,7.70E+00
199Bi,,83,9/2-,EC,100.00,0,4.43,unstable,EQUAL,27,1,1,M,,,-20.798,0.011,,1.62E+03
199Bi,M,83,(1/2+),EC,99.00,0.667,5.097,unstable,EQUAL,24.70,1.5,1.5,M,,,-20.131,0.011,,1.48E+03
199Bi,M,83,(1/2+),IT,&2.00,0.667,0.667,unstable,EQUAL,24.70,1.5,1.5,M,,,-20.131,0.011,,1.48E+03
199Bi,M,83,(1/2+),A,@0.01,0.667,5.599,unstable,EQUAL,24.70,1.5,1.5,M,,,-20.131,0.011,,1.48E+03
200Bi,,83,7+,EC,100.00,0,5.873,unstable,EQUAL,36.4,0.5,0.5,M,,,-20.371,0.024,,2.18E+03
200Bi,M,83,(2+),EC,&100.00,0,5.873,unstable,EQUAL,31,2,2,M,,,-20.371,0.024,,1.86E+03
200Bi,M,83,(10-),IT,100.00,0.4282,0.428,unstable,EQUAL,0.40,0.5,0.5,S,,,-19.9428,0.024,,4.00E-01
201Bi,,83,9/2-,EC,100.00,0,3.842,unstable,EQUAL,103,3,3,M,,,-21.415,0.015,,6.18E+03
201Bi,M,83,1/2+,EC,>91.10,0.8464,4.688,unstable,EQUAL,57.5,2.1,2.1,M,,,-20.5686,0.015,,3.45E+03
201Bi,M,83,1/2+,IT,&8.60,0.8464,0.846,unstable,EQUAL,57.5,2.1,2.1,M,,,-20.5686,0.015,,3.45E+03
201Bi,M,83,1/2+,A,@0.30,0.8464,5.346,unstable,EQUAL,57.5,2.1,2.1,M,,,-20.5686,0.015,,3.45E+03
202Bi,,83,5+,EC,100.00,0,5.201,unstable,EQUAL,1.71,0.04,0.04,H,,,-20.742,0.015,,6.16E+03
203Bi,,83,9/2-,EC,100.00,0,3.247,unstable,EQUAL,11.76,0.05,0.05,H,,,-21.524,0.012,,4.23E+04
203Bi,M,83,1/2+,IT,100.00,1.0981,1.098,unstable,EQUAL,305,5,5,MS,,,-20.4259,0.012,,3.05E-01
204Bi,,83,6+,EC,100.00,0,4.442,unstable,EQUAL,11.22,0.1,0.1,H,,,-20.645,0.009,,4.04E+04
204Bi,M,83,10-,IT,100.00,0.8055,0.805,unstable,EQUAL,13.0,1,1,MS,,,-19.8395,0.009,,1.30E-02
204Bi,M,83,17+,IT,100.00,2.8334,2.833,unstable,EQUAL,1.07,3e-16,3e-16,MS,,,-17.8116,0.009,,1.07E-03
205Bi,,83,9/2-,EC,100.00,0,2.708,unstable,EQUAL,15.31,0.04,0.04,D,,,-21.064,0.005,,1.32E+06
206Bi,,83,6+,EC,100.00,0,3.758,unstable,EQUAL,6.243,3e-15,3e-15,D,,,-20.028,0.007,,5.39E+05
206Bi,M,83,10-,IT,100.00,1.0448,1.045,unstable,EQUAL,0.89,0.01,0.01,MS,,,-18.9832,0.007,,8.90E-04
207Bi,,83,9/2-,EC,100.00,0,2.397,unstable,EQUAL,31.55,0.04,0.04,Y,,,-20.055,0.002,,9.96E+08
207Bi,M,83,21/2+,IT,100.00,2.1016,2.102,unstable,EQUAL,182,6,6,US,,,-17.9534,0.002,,1.82E-04
208Bi,,83,5+,EC,100.00,0,2.878,unstable,EQUAL,3.68E+5,4e-11,4e-11,Y,,,-18.87,0.002,,1.16E+13
208Bi,M,83,10-,IT,100.00,1.5711,1.571,unstable,EQUAL,2.58,0.04,0.04,MS,,,-17.2989,0.002,,2.58E-03
209Bi,,83,9/2-,,,0,0,stable,,,,,,100,,-18.259,0.001,,0.00E+00
210Bi,,83,1-,B-,100.00,0,1.161,unstable,EQUAL,5.012,0.005,0.005,D,,,-14.792,0.001,,4.33E+05
210Bi,,83,1-,A,1.3E-4,0,5.036,unstable,EQUAL,5.012,0.005,0.005,D,,,-14.792,0.001,,4.33E+05
210Bi,M,83,9-,A,100.00,0.2713,5.307,unstable,EQUAL,3.04E+6,60000,60000,Y,,,-14.5207,0.001,,9.59E+13
211Bi,,83,9/2-,A,99.72,0,6.75,unstable,EQUAL,2.14,2e-16,2e-16,M,,,-11.858,0.005,,1.28E+02
211Bi,,83,9/2-,B-,0.28,0,0.574,unstable,EQUAL,2.14,2e-16,2e-16,M,,,-11.858,0.005,,1.28E+02
212Bi,,83,1(-),B-,64.06,0,2.252,unstable,EQUAL,60.55,0.06,0.06,M,,,-8.12,0.001,,3.63E+03
212Bi,,83,1(-),A,35.94,0,6.207,unstable,EQUAL,60.55,0.06,0.06,M,,,-8.12,0.001,,3.63E+03
212Bi,M,83,(8-,9-),A,67.00,0.25,6.457,unstable,EQUAL,25.0,2,2,M,,,-7.87,0.001,,1.50E+03
212Bi,M,83,(8-,9-),B-,33.00,0.25,2.502,unstable,EQUAL,25.0,2,2,M,,,-7.87,0.001,,1.50E+03
212Bi,M,83,(8-,9-),BA,30.00,0.25,11.458,unstable,EQUAL,25.0,2,2,M,,,-7.87,0.001,,1.50E+03
212Bi,M,83,|>16,B-,100.00,1.91,4.162,unstable,EQUAL,7.0,3,3,M,,,-6.21,0.001,,4.20E+02
213Bi,,83,9/2-,B-,97.80,0,1.423,unstable,EQUAL,45.59,0.06,0.06,M,,,-5.23,0.004,,2.74E+03
213Bi,,83,9/2-,A,2.20,0,5.982,unstable,EQUAL,45.59,0.06,0.06,M,,,-5.23,0.004,,2.74E+03
214Bi,,83,1-,B-,99.98,0,3.27,unstable,EQUAL,19.9,0.4,0.4,M,,,-1.2,0.011,,1.19E+03
214Bi,,83,1-,A,0.02,0,5.621,unstable,EQUAL,19.9,0.4,0.4,M,,,-1.2,0.011,,1.19E+03
215Bi,,83,(9/2-),B-,100.00,0,2.189,unstable,EQUAL,7.6,0.2,0.2,M,,,1.648,0.014,,4.56E+02
215Bi,M,83,>23/2-,IT,76.2,1.3475,1.347,unstable,EQUAL,36.9,0.6,0.6,S,,,2.9955,0.014,,3.69E+01
215Bi,M,83,>23/2-,B-,23.8,1.3475,3.536,unstable,EQUAL,36.9,0.6,0.6,S,,,2.9955,0.014,,3.69E+01
216Bi,,83,(6-,7-),B-,&100.00,0,4.09,unstable,EQUAL,2.25,0.05,0.05,M,,,5.873,0.011,,1.35E+02
216Bi,M,83,(3),B-,&100.00,0,4.09,unstable,EQUAL,6.6,2.1,2.1,M,,,5.873,0.011,,3.96E+02
217Bi,,83,(9/2-),B-,100.00,0,2.92,unstable,EQUAL,98.5,0.8,0.8,S,,,8.886,0.196,S,9.85E+01
218Bi,,83,,B-,100.00,0,4.977,unstable,EQUAL,33,1,1,S,,,13.177,0.359,S,3.30E+01
219Bi,,83,,B-,,0,0,unstable,GT,300,,,NS,,,16.348,0.196,S,3.00E-07
220Bi,,83,,B-,,0,0,unstable,GT,300,,,NS,,,20.661,0.196,S,3.00E-07
221Bi,,83,,B-,,0,0,unstable,GT,300,,,NS,,,23.977,0.298,S,3.00E-07
221Bi,,83,,BN,,0,0,unstable,GT,300,,,NS,,,23.977,0.298,S,3.00E-07
222Bi,,83,,B-,,0,0,unstable,GT,300,,,NS,,,28.401,0.298,S,3.00E-07
223Bi,,83,,B-,,0,0,unstable,GT,300,,,NS,,,31.866,0.401,S,3.00E-07
223Bi,,83,,BN,,0,0,unstable,GT,300,,,NS,,,31.866,0.401,S,3.00E-07
224Bi,,83,,B-,,0,0,unstable,GT,300,,,NS,,,36.449,0.401,S,3.00E-07
224Bi,,83,,BN,,0,0,unstable,GT,300,,,NS,,,36.449,0.401,S,3.00E-07
186Po,,84,0+,,,,0,unstable,EQUAL,,,,,,,4.097,0.033,,0.00E+00
187Po,,84,(1/2-,5/2-,A,100.00,0,7.979,unstable,EQUAL,1.40,2.5,2.5,MS,,,2.834,0.031,,1.40E-03
188Po,,84,0+,EC,100.00,0,6.667,unstable,EQUAL,0.275,0.03,0.03,MS,,,-0.544,0.018,,2.75E-04
188Po,,84,0+,A,,0,8.082,unstable,EQUAL,0.275,0.03,0.03,MS,,,-0.544,0.018,,2.75E-04
189Po,,84,(7/2-),A,100.00,0,7.701,unstable,EQUAL,3.5,0.5,0.5,MS,,,-1.419,0.019,,3.50E-03
190Po,,84,0+,A,100.00,0,7.693,unstable,EQUAL,2.46,0.05,0.05,MS,,,-4.563,0.013,,2.46E-03
191Po,,84,(3/2-),A,99.00,0,7.501,unstable,EQUAL,22,1,1,MS,,,-5.055,0.011,,2.20E-02
191Po,M,84,(13/2+),A,96.00,0.04,7.541,unstable,EQUAL,93,3,3,MS,,,-5.015,0.011,,9.30E-02
192Po,,84,0+,A,@99.50,0,7.319,unstable,EQUAL,32.2,0.3,0.3,MS,,,-8.071,0.011,,3.22E-02
192Po,,84,0+,EC,@0.50,0,5.475,unstable,EQUAL,32.2,0.3,0.3,MS,,,-8.071,0.011,,3.22E-02
192Po,M,84,(11-),IT,100.00,2.2946,2.295,unstable,EQUAL,0.58,0.1,0.1,US,,,-5.7764,0.011,,5.80E-07
193Po,M,84,(13/2+),A,&100.00,0,7.093,unstable,EQUAL,245,22,22,MS,,,-8.359,0.034,,2.45E-01
193Po,M,84,(3/2-),A,&100.00,0,7.093,unstable,EQUAL,370,46,40,MS,,,-8.359,0.034,,3.70E-01
194Po,,84,0+,A,100.00,0,6.987,unstable,EQUAL,0.392,0.004,0.004,S,,,-11.005,0.012,,3.92E-01
194Po,,84,0+,EC,,0,4.985,unstable,EQUAL,0.392,0.004,0.004,S,,,-11.005,0.012,,3.92E-01
195Po,,84,(3/2-),A,75.00,0,6.746,unstable,EQUAL,4.64,0.09,0.09,S,,,-11.071,0.039,,4.64E+00
195Po,,84,(3/2-),EC,25.00,0,6.949,unstable,EQUAL,4.64,0.09,0.09,S,,,-11.071,0.039,,4.64E+00
195Po,M,84,(13/2+),A,@90.00,0.23,6.976,unstable,EQUAL,1.92,0.02,0.02,S,,,-10.841,0.039,,1.92E+00
195Po,M,84,(13/2+),EC,@10.00,0.23,7.179,unstable,EQUAL,1.92,0.02,0.02,S,,,-10.841,0.039,,1.92E+00
195Po,M,84,(13/2+),IT,<0.01,0.23,0.23,unstable,EQUAL,1.92,0.02,0.02,S,,,-10.841,0.039,,1.92E+00
196Po,,84,0+,A,@98.00,0,6.657,unstable,EQUAL,5.8,0.2,0.2,S,,,-13.473,0.012,,5.80E+00
196Po,,84,0+,EC,@2.00,0,4.535,unstable,EQUAL,5.8,0.2,0.2,S,,,-13.473,0.012,,5.80E+00
197Po,,84,(3/2-),EC,56.00,0,6.33,unstable,EQUAL,84,16,16,S,,,-13.358,0.049,,8.40E+01
197Po,,84,(3/2-),A,44.00,0,6.412,unstable,EQUAL,84,16,16,S,,,-13.358,0.049,,8.40E+01
197Po,M,84,(13/2+),A,84.00,0.204,6.616,unstable,EQUAL,32,2,2,S,,,-13.154,0.049,,3.20E+01
197Po,M,84,(13/2+),EC,16.00,0.204,6.534,unstable,EQUAL,32,2,2,S,,,-13.154,0.049,,3.20E+01
197Po,M,84,(13/2+),IT,0.01,0.204,0.204,unstable,EQUAL,32,2,2,S,,,-13.154,0.049,,3.20E+01
198Po,,84,0+,A,57.00,0,6.309,unstable,EQUAL,1.77,0.03,0.03,M,,,-15.473,0.017,,1.06E+02
198Po,,84,0+,EC,43.00,0,3.896,unstable,EQUAL,1.77,0.03,0.03,M,,,-15.473,0.017,,1.06E+02
199Po,,84,(3/2-),EC,92.50,0,5.583,unstable,EQUAL,5.47,0.15,0.15,M,,,-15.214,0.023,,3.28E+02
199Po,,84,(3/2-),A,7.50,0,6.074,unstable,EQUAL,5.47,0.15,0.15,M,,,-15.214,0.023,,3.28E+02
199Po,M,84,(13/2+),EC,73.50,0.31,5.893,unstable,EQUAL,4.17,0.05,0.05,M,,,-14.904,0.023,,2.50E+02
199Po,M,84,(13/2+),A,24.00,0.31,6.384,unstable,EQUAL,4.17,0.05,0.05,M,,,-14.904,0.023,,2.50E+02
199Po,M,84,(13/2+),IT,2.50,0.31,0.31,unstable,EQUAL,4.17,0.05,0.05,M,,,-14.904,0.023,,2.50E+02
200Po,,84,0+,EC,88.90,0,3.416,unstable,EQUAL,11.51,0.08,0.08,M,,,-16.955,0.014,,6.91E+02
200Po,,84,0+,A,11.10,0,5.981,unstable,EQUAL,11.51,0.08,0.08,M,,,-16.955,0.014,,6.91E+02
201Po,,84,3/2-,EC,98.87,0,4.891,unstable,EQUAL,15.6,0.1,0.1,M,,,-16.524,0.005,,9.36E+02
201Po,,84,3/2-,A,1.13,0,5.799,unstable,EQUAL,15.6,0.1,0.1,M,,,-16.524,0.005,,9.36E+02
201Po,M,84,13/2+,IT,56.20,0.4241,0.424,unstable,EQUAL,8.96,1.2e-14,1.2e-14,M,,,-16.0999,0.005,,5.38E+02
201Po,M,84,13/2+,EC,41.40,0.4241,5.315,unstable,EQUAL,8.96,1.2e-14,1.2e-14,M,,,-16.0999,0.005,,5.38E+02
201Po,M,84,13/2+,A,2.40,0.4241,6.223,unstable,EQUAL,8.96,1.2e-14,1.2e-14,M,,,-16.0999,0.005,,5.38E+02
202Po,,84,0+,EC,98.08,0,2.809,unstable,EQUAL,44.6,0.4,0.4,M,,,-17.925,0.014,,2.68E+03
202Po,,84,0+,A,1.92,0,5.701,unstable,EQUAL,44.6,0.4,0.4,M,,,-17.925,0.014,,2.68E+03
203Po,,84,5/2-,EC,99.89,0,4.233,unstable,EQUAL,36.7,0.5,0.5,M,,,-17.31,0.008,,2.20E+03
203Po,,84,5/2-,A,0.11,0,5.496,unstable,EQUAL,36.7,0.5,0.5,M,,,-17.31,0.008,,2.20E+03
203Po,M,84,13/2+,IT,100.00,0.6417,0.642,unstable,EQUAL,45,2,2,S,,,-16.6683,0.008,,4.50E+01
203Po,M,84,13/2+,EC,,0.6417,4.875,unstable,EQUAL,45,2,2,S,,,-16.6683,0.008,,4.50E+01
204Po,,84,0+,EC,99.33,0,2.334,unstable,EQUAL,3.519,0.012,0.012,H,,,-18.345,0.011,,1.27E+04
204Po,,84,0+,A,0.67,0,5.485,unstable,EQUAL,3.519,0.012,0.012,H,,,-18.345,0.011,,1.27E+04
205Po,,84,5/2-,EC,99.96,0,3.553,unstable,EQUAL,1.74,0.08,0.08,H,,,-17.508,0.019,,6.26E+03
205Po,,84,5/2-,A,0.04,0,5.324,unstable,EQUAL,1.74,0.08,0.08,H,,,-17.508,0.019,,6.26E+03
205Po,M,84,13/2+,IT,100.00,0.8803,0.88,unstable,EQUAL,0.645,0.02,0.02,MS,,,-16.6277,0.019,,6.45E-04
205Po,M,84,19/2-,IT,100.00,1.4612,1.461,unstable,EQUAL,57.4,0.9,0.9,MS,,,-16.0468,0.019,,5.74E-02
206Po,,84,0+,EC,94.55,0,1.846,unstable,EQUAL,8.8,0.1,0.1,D,,,-18.185,0.003,,7.60E+05
206Po,,84,0+,A,5.45,0,5.327,unstable,EQUAL,8.8,0.1,0.1,D,,,-18.185,0.003,,7.60E+05
207Po,,84,5/2-,EC,99.98,0,2.909,unstable,EQUAL,5.80,0.2,0.2,H,,,-17.146,0.006,,2.09E+04
207Po,,84,5/2-,A,0.02,0,5.216,unstable,EQUAL,5.80,0.2,0.2,H,,,-17.146,0.006,,2.09E+04
207Po,M,84,19/2-,IT,100.00,1.3832,1.383,unstable,EQUAL,2.79,0.08,0.08,S,,,-15.7628,0.006,,2.79E+00
208Po,,84,0+,A,100.00,0,5.215,unstable,EQUAL,2.898,0.002,0.002,Y,,,-17.47,0.001,,9.15E+07
208Po,,84,0+,EC,4.0E-3,0,1.401,unstable,EQUAL,2.898,0.002,0.002,Y,,,-17.47,0.001,,9.15E+07
209Po,,84,1/2-,A,99.52,0,4.979,unstable,EQUAL,102,5,5,Y,,,-16.366,0.001,,3.22E+09
209Po,,84,1/2-,EC,0.48,0,1.893,unstable,EQUAL,102,5,5,Y,,,-16.366,0.001,,3.22E+09
210Po,,84,0+,A,100.00,0,5.407,unstable,EQUAL,138.376,0.002,0.002,D,,,-15.953,0.001,,1.20E+07
211Po,,84,9/2+,A,100.00,0,7.594,unstable,EQUAL,0.516,0.003,0.003,S,,,-12.433,0.001,,5.16E-01
211Po,M,84,(25/2+),A,99.98,1.462,9.056,unstable,EQUAL,25.2,0.6,0.6,S,,,-10.971,0.001,,2.52E+01
